Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Class,who,adult_male,Cabin,embark_town,alive,alone
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False
1,3,female,29.9,0,0,7.23,C,Third,woman,False,Unknown,Cherbourg,yes,True
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True
1,1,male,25.0,1,0,55.44,C,First,man,True,E,Cherbourg,yes,False
0,3,male,18.0,1,0,6.5,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,19.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,22.0,0,0,135.63,C,First,man,True,Unknown,Cherbourg,no,True
0,3,female,3.0,3,1,21.08,S,Third,child,False,Unknown,Southampton,no,False
1,1,female,29.9,1,0,82.17,C,First,woman,False,Unknown,Cherbourg,yes,False
1,3,female,22.0,0,0,7.25,S,Third,woman,False,Unknown,Southampton,yes,True
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False
0,3,male,20.0,0,0,4.01,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,male,19.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,42.0,0,0,227.52,C,First,woman,False,Unknown,Cherbourg,yes,True
1,3,female,1.0,0,2,15.74,C,Third,child,False,Unknown,Cherbourg,yes,False
0,3,male,32.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,35.0,1,0,52.0,S,First,woman,False,Unknown,Southampton,yes,False
0,2,male,18.0,0,0,73.5,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,1.0,5,2,46.9,S,Third,child,False,Unknown,Southampton,no,False
1,2,female,36.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True
0,3,male,29.9,0,0,7.73,Q,Third,man,True,Unknown,Queenstown,no,True
1,2,female,17.0,0,0,12.0,C,Second,woman,False,Unknown,Cherbourg,yes,True
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False
1,3,male,21.0,0,0,7.8,S,Third,man,True,Unknown,Southampton,yes,True
0,3,male,28.0,2,0,7.92,S,Third,man,True,Unknown,Southampton,no,False
1,1,female,23.0,1,0,113.28,C,First,woman,False,D,Cherbourg,yes,False
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False
0,3,male,22.0,0,0,7.8,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,31.0,0,0,7.85,S,Third,woman,False,Unknown,Southampton,no,True
0,2,male,46.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,23.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
1,2,female,28.0,0,0,12.65,S,Second,woman,False,Unknown,Southampton,yes,True
1,3,male,39.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,yes,True
0,3,male,26.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,21.0,1,0,9.82,S,Third,woman,False,Unknown,Southampton,no,False
0,3,male,28.0,1,0,15.85,S,Third,man,True,Unknown,Southampton,no,False
0,3,female,20.0,0,0,8.66,S,Third,woman,False,Unknown,Southampton,no,True
0,2,male,34.0,1,0,21.0,S,Second,man,True,Unknown,Southampton,no,False
0,3,male,51.0,0,0,7.75,S,Third,man,True,Unknown,Southampton,no,True
1,2,male,3.0,1,1,18.75,S,Second,child,False,Unknown,Southampton,yes,False
0,3,male,21.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,29.9,0,0,6.86,Q,Third,man,True,Unknown,Queenstown,no,True
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False
1,3,male,44.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,yes,True
0,3,female,29.9,0,0,8.05,S,Third,woman,False,Unknown,Southampton,no,True
1,2,female,34.0,1,1,32.5,S,Second,woman,False,Unknown,Southampton,yes,False
1,2,female,18.0,0,2,13.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,female,10.0,0,2,24.15,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,21.0,0,0,7.73,Q,Third,man,True,Unknown,Queenstown,no,True
0,3,male,29.0,0,0,7.88,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,28.0,1,1,14.4,S,Third,woman,False,Unknown,Southampton,no,False
0,3,male,18.0,1,1,20.21,S,Third,man,True,Unknown,Southampton,no,False
1,2,female,28.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False
1,2,female,19.0,0,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,True
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True
1,2,female,42.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,17.0,0,0,7.12,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
0,3,female,21.0,2,2,34.38,S,Third,woman,False,Unknown,Southampton,no,False
1,2,female,24.0,2,3,18.75,S,Second,woman,False,Unknown,Southampton,yes,False
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False
0,2,male,31.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
1,2,female,45.0,1,1,26.25,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,20.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,25.0,1,0,7.78,S,Third,man,True,Unknown,Southampton,no,False
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True
1,3,male,29.9,0,0,8.11,S,Third,man,True,Unknown,Southampton,yes,True
1,1,male,4.0,0,2,81.86,S,First,child,False,A,Southampton,yes,False
1,2,female,13.0,0,1,19.5,S,Second,child,False,Unknown,Southampton,yes,False
1,1,male,34.0,0,0,26.55,S,First,man,True,Unknown,Southampton,yes,True
1,3,female,5.0,2,1,19.26,C,Third,child,False,Unknown,Cherbourg,yes,False
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True
0,2,male,36.0,1,2,27.75,S,Second,man,True,Unknown,Southampton,no,False
0,3,male,29.9,1,0,19.97,S,Third,man,True,Unknown,Southampton,no,False
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True
1,1,male,49.0,1,0,89.1,C,First,man,True,C,Cherbourg,yes,False
1,3,male,29.0,0,0,7.9,C,Third,man,True,Unknown,Cherbourg,yes,True
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True
1,1,female,29.9,1,0,51.86,S,First,woman,False,D,Southampton,yes,False
1,2,female,50.0,0,0,10.5,S,Second,woman,False,Unknown,Southampton,yes,True
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True
0,3,male,34.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True
0,2,male,48.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,38.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,56.0,0,0,26.55,S,First,man,True,Unknown,Southampton,no,True
0,3,male,29.9,0,0,7.72,Q,Third,man,True,Unknown,Queenstown,no,True
1,3,female,0.8,2,1,19.26,C,Third,child,False,Unknown,Cherbourg,yes,False
0,3,male,38.0,0,0,8.66,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,33.0,1,2,27.75,S,Second,woman,False,Unknown,Southampton,yes,False
1,2,female,23.0,0,0,13.79,C,Second,woman,False,D,Cherbourg,yes,True
0,3,female,22.0,0,0,9.84,S,Third,woman,False,Unknown,Southampton,no,True
0,1,male,29.9,0,0,52.0,S,First,man,True,A,Southampton,no,True
0,3,male,29.0,1,0,7.05,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,22.0,0,0,7.52,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,2.0,0,1,12.29,S,Third,child,False,Unknown,Southampton,yes,False
0,3,male,9.0,5,2,46.9,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,50.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,63.0,0,0,9.59,S,Third,woman,False,Unknown,Southampton,yes,True
1,1,male,25.0,1,0,91.08,C,First,man,True,B,Cherbourg,yes,False
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True
1,3,male,9.0,1,1,15.9,S,Third,child,False,Unknown,Southampton,yes,False
0,3,male,21.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True
0,1,male,71.0,0,0,49.5,C,First,man,True,Unknown,Cherbourg,no,True
0,3,male,29.9,0,0,14.46,C,Third,man,True,Unknown,Cherbourg,no,True
1,1,female,54.0,1,0,78.27,C,First,woman,False,D,Cherbourg,yes,False
0,3,male,29.9,0,0,15.1,S,Third,man,True,Unknown,Southampton,no,True
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False
0,3,male,24.0,0,0,7.8,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,no,True
0,3,female,29.9,0,0,7.63,Q,Third,woman,False,Unknown,Queenstown,no,True
0,3,female,37.0,0,0,9.59,S,Third,woman,False,Unknown,Southampton,no,True
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False
1,2,female,33.0,0,2,26.0,S,Second,woman,False,Unknown,Southampton,yes,False
1,1,male,29.9,0,0,26.55,S,First,man,True,Unknown,Southampton,yes,True
0,3,male,28.0,0,0,22.52,S,Third,man,True,Unknown,Southampton,no,True
1,3,male,26.0,0,0,56.5,S,Third,man,True,Unknown,Southampton,yes,True
1,3,male,29.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,yes,True
1,1,male,36.0,0,0,26.29,S,First,man,True,E,Southampton,yes,True
1,1,female,54.0,1,0,59.4,C,First,woman,False,Unknown,Cherbourg,yes,False
0,3,male,24.0,0,0,7.5,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,47.0,0,0,34.02,S,First,man,True,D,Southampton,no,True
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True
0,3,male,29.9,0,0,24.15,Q,Third,man,True,Unknown,Queenstown,no,True
1,2,female,36.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,32.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True
1,1,female,44.0,0,1,57.98,C,First,woman,False,B,Cherbourg,yes,False
0,3,male,29.9,0,0,7.23,C,Third,man,True,Unknown,Cherbourg,no,True
0,3,male,40.5,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True
0,1,male,29.9,0,0,221.78,S,First,man,True,C,Southampton,no,True
0,3,male,39.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,23.0,2,1,11.5,S,Second,man,True,Unknown,Southampton,no,False
1,2,female,2.0,1,1,26.0,S,Second,child,False,Unknown,Southampton,yes,False
0,3,male,17.0,1,1,7.23,C,Third,man,True,Unknown,Cherbourg,no,False
1,3,female,29.9,0,2,22.36,C,Third,woman,False,Unknown,Cherbourg,yes,False
0,3,female,30.0,0,0,8.66,S,Third,woman,False,Unknown,Southampton,no,True
1,2,female,7.0,0,2,26.25,S,Second,child,False,Unknown,Southampton,yes,False
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True
1,1,female,30.0,0,0,106.42,C,First,woman,False,Unknown,Cherbourg,yes,True
0,3,male,29.9,0,0,14.5,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False
0,3,female,9.0,4,2,31.28,S,Third,child,False,Unknown,Southampton,no,False
0,3,female,11.0,4,2,31.28,S,Third,child,False,Unknown,Southampton,no,False
1,2,male,32.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,yes,False
0,1,male,50.0,1,0,106.42,C,First,man,True,C,Cherbourg,no,False
0,1,male,64.0,0,0,26.0,S,First,man,True,Unknown,Southampton,no,True
1,2,female,19.0,1,0,26.0,S,Second,woman,False,Unknown,Southampton,yes,False
1,2,male,29.9,0,0,13.86,C,Second,man,True,Unknown,Cherbourg,yes,True
0,3,male,33.0,1,1,20.52,S,Third,man,True,Unknown,Southampton,no,False
1,2,male,8.0,1,1,36.75,S,Second,child,False,Unknown,Southampton,yes,False
1,1,male,17.0,0,2,110.88,C,First,man,True,C,Cherbourg,yes,False
0,2,male,27.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,29.9,0,0,7.83,Q,Third,man,True,Unknown,Queenstown,no,True
1,3,male,22.0,0,0,7.22,C,Third,man,True,Unknown,Cherbourg,yes,True
1,3,female,22.0,0,0,7.78,S,Third,woman,False,Unknown,Southampton,yes,True
0,1,male,62.0,0,0,26.55,S,First,man,True,Unknown,Southampton,no,True
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False
0,1,male,29.9,0,0,227.52,C,First,man,True,Unknown,Cherbourg,no,True
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False
1,3,female,36.0,1,0,17.4,S,Third,woman,False,Unknown,Southampton,yes,False
0,3,male,40.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,28.0,0,0,13.5,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,24.0,2,0,24.15,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,19.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,29.0,0,4,21.08,S,Third,woman,False,Unknown,Southampton,no,False
1,3,male,32.0,0,0,7.85,S,Third,man,True,Unknown,Southampton,yes,True
1,2,male,62.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,yes,True
1,1,female,53.0,2,0,51.48,S,First,woman,False,C,Southampton,yes,False
1,1,male,36.0,0,0,26.39,S,First,man,True,E,Southampton,yes,True
0,3,male,16.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,19.0,0,0,14.5,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False
0,3,female,29.9,1,0,14.46,C,Third,woman,False,Unknown,Cherbourg,no,False
1,3,male,32.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,yes,True
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Unknown,Southampton,yes,False
1,1,female,39.0,1,1,110.88,C,First,woman,False,C,Cherbourg,yes,False
0,2,male,54.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True
0,1,male,36.0,0,0,40.12,C,First,man,True,A,Cherbourg,no,True
0,3,male,29.9,0,0,8.71,C,Third,man,True,Unknown,Cherbourg,no,True
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False
0,2,male,47.0,0,0,15.0,S,Second,man,True,Unknown,Southampton,no,True
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False
0,3,male,35.0,0,0,7.12,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,52.0,1,0,78.27,C,First,woman,False,D,Cherbourg,yes,False
0,3,male,47.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,29.9,0,2,7.75,Q,Third,woman,False,Unknown,Queenstown,no,False
0,2,male,37.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,no,False
0,3,male,36.0,1,1,24.15,S,Third,man,True,Unknown,Southampton,no,False
1,2,female,29.9,0,0,33.0,S,Second,woman,False,Unknown,Southampton,yes,True
0,3,male,49.0,0,0,0.0,S,Third,man,True,Unknown,Southampton,no,True
1,1,male,49.0,1,0,56.93,C,First,man,True,A,Cherbourg,yes,False
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,1,male,29.9,0,0,42.4,S,First,man,True,Unknown,Southampton,no,True
0,3,male,44.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
1,1,male,35.0,0,0,26.55,C,First,man,True,Unknown,Cherbourg,yes,True
0,3,male,36.0,1,0,15.55,S,Third,man,True,Unknown,Southampton,no,False
0,3,male,30.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
1,1,male,27.0,0,0,30.5,S,First,man,True,Unknown,Southampton,yes,True
1,2,female,22.0,1,2,41.58,C,Second,woman,False,Unknown,Cherbourg,yes,False
1,1,female,40.0,0,0,153.46,S,First,woman,False,C,Southampton,yes,True
0,3,female,39.0,1,5,31.28,S,Third,woman,False,Unknown,Southampton,no,False
0,3,male,29.9,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,34.0,1,1,14.4,S,Third,man,True,Unknown,Southampton,no,False
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Unknown,Southampton,no,False
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False
0,2,male,26.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,27.0,1,0,14.45,C,Third,man,True,Unknown,Cherbourg,no,False
1,1,male,42.0,1,0,52.55,S,First,man,True,D,Southampton,yes,False
1,3,male,20.0,1,1,15.74,C,Third,man,True,Unknown,Cherbourg,yes,False
0,3,male,21.0,0,0,7.85,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,21.0,0,0,16.1,S,Third,man,True,Unknown,Southampton,no,True
0,1,male,61.0,0,0,32.32,S,First,man,True,D,Southampton,no,True
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Unknown,Queenstown,no,True
1,1,female,21.0,0,0,77.96,S,First,woman,False,D,Southampton,yes,True
0,3,male,26.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,29.9,0,0,7.73,Q,Third,man,True,Unknown,Queenstown,no,True
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True
0,3,male,51.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True
0,1,male,29.9,0,0,0.0,S,First,man,True,Unknown,Southampton,no,True
0,3,female,9.0,3,2,27.9,S,Third,child,False,Unknown,Southampton,no,False
0,2,male,31.0,1,1,26.25,S,Second,man,True,Unknown,Southampton,no,False
0,3,female,41.0,0,5,39.69,S,Third,woman,False,Unknown,Southampton,no,False
0,3,male,29.9,1,0,16.1,S,Third,man,True,Unknown,Southampton,no,False
0,3,female,2.0,3,2,27.9,S,Third,child,False,Unknown,Southampton,no,False
1,3,male,29.9,0,0,56.5,S,Third,man,True,Unknown,Southampton,yes,True
1,1,male,48.0,1,0,76.73,C,First,man,True,D,Cherbourg,yes,False
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True
0,3,male,29.9,0,0,7.55,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Unknown,Southampton,yes,True
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,3,male,21.0,0,0,8.43,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,29.9,0,0,7.83,Q,Third,woman,False,Unknown,Queenstown,yes,True
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Unknown,Queenstown,no,True
0,2,male,24.0,2,0,73.5,S,Second,man,True,Unknown,Southampton,no,False
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Unknown,Queenstown,no,False
0,2,male,23.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
0,1,male,58.0,0,2,113.28,C,First,man,True,D,Cherbourg,no,False
1,1,male,50.0,2,0,133.65,S,First,man,True,Unknown,Southampton,yes,False
0,3,male,40.0,0,0,7.22,C,Third,man,True,Unknown,Cherbourg,no,True
0,1,male,47.0,0,0,25.59,S,First,man,True,E,Southampton,no,True
0,3,male,36.0,0,0,7.5,S,Third,man,True,Unknown,Southampton,no,True
1,3,male,20.0,1,0,7.92,S,Third,man,True,Unknown,Southampton,yes,False
0,2,male,32.0,2,0,73.5,S,Second,man,True,Unknown,Southampton,no,False
0,3,male,29.9,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,43.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,29.9,1,0,52.0,S,First,woman,False,C,Southampton,yes,False
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Unknown,Southampton,yes,False
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False
0,2,male,70.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True
1,2,male,31.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,yes,True
0,3,male,18.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,24.5,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True
1,3,female,18.0,0,0,9.84,S,Third,woman,False,Unknown,Southampton,yes,True
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Unknown,Southampton,no,False
1,1,male,36.0,0,1,512.33,C,First,man,True,B,Cherbourg,yes,False
0,3,female,29.9,0,0,8.14,Q,Third,woman,False,Unknown,Queenstown,no,True
1,1,male,27.0,0,0,76.73,C,First,man,True,D,Cherbourg,yes,True
0,3,male,20.0,0,0,9.22,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,14.0,5,2,46.9,S,Third,child,False,Unknown,Southampton,no,False
0,2,male,60.0,1,1,39.0,S,Second,man,True,Unknown,Southampton,no,False
0,2,male,25.0,1,2,41.58,C,Second,man,True,Unknown,Cherbourg,no,False
0,3,male,14.0,4,1,39.69,S,Third,child,False,Unknown,Southampton,no,False
0,3,male,19.0,0,0,10.17,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,18.0,0,0,7.8,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,15.0,0,1,211.34,S,First,child,False,B,Southampton,yes,False
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False
1,3,female,4.0,0,1,13.42,C,Third,child,False,Unknown,Cherbourg,yes,False
0,3,male,25.0,0,0,7.22,C,Third,man,True,Unknown,Cherbourg,no,True
0,1,male,60.0,0,0,26.55,S,First,man,True,Unknown,Southampton,no,True
0,2,male,52.0,0,0,13.5,S,Second,man,True,Unknown,Southampton,no,True
1,3,female,29.9,0,0,7.73,Q,Third,woman,False,Unknown,Queenstown,yes,True
0,1,male,49.0,1,1,110.88,C,First,man,True,C,Cherbourg,no,False
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
1,1,female,18.0,1,0,227.52,C,First,woman,False,C,Cherbourg,yes,False
1,1,male,35.0,0,0,26.29,S,First,man,True,E,Southampton,yes,True
0,3,female,18.0,0,1,14.45,C,Third,woman,False,Unknown,Cherbourg,no,False
0,3,male,25.0,0,0,7.74,Q,Third,man,True,Unknown,Queenstown,no,True
0,3,male,26.0,1,0,7.85,S,Third,man,True,Unknown,Southampton,no,False
0,2,male,39.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Unknown,Southampton,yes,True
1,1,male,42.0,0,0,26.29,S,First,man,True,E,Southampton,yes,True
1,1,female,22.0,0,0,151.55,S,First,woman,False,Unknown,Southampton,yes,True
1,1,female,24.0,0,0,49.5,C,First,woman,False,C,Cherbourg,yes,True
0,1,male,29.9,0,0,26.55,S,First,man,True,C,Southampton,no,True
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False
0,3,male,29.0,0,0,9.48,S,Third,man,True,Unknown,Southampton,no,True
0,2,male,52.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True
1,1,female,38.0,0,0,227.52,C,First,woman,False,C,Cherbourg,yes,True
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True
0,3,male,29.9,0,0,15.5,Q,Third,man,True,Unknown,Queenstown,no,True
0,3,male,33.0,0,0,7.78,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,6.0,0,1,33.0,S,Second,child,False,Unknown,Southampton,yes,False
0,3,male,17.0,1,0,7.05,S,Third,man,True,Unknown,Southampton,no,False
0,2,male,34.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
0,2,male,50.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False
0,3,male,20.0,0,0,8.66,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Unknown,Southampton,yes,False
1,3,female,29.9,0,0,7.74,Q,Third,woman,False,Unknown,Queenstown,yes,True
0,2,male,25.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,no,False
0,3,female,25.0,1,0,7.92,S,Third,woman,False,Unknown,Southampton,no,False
1,1,female,29.0,0,0,211.34,S,First,woman,False,B,Southampton,yes,True
0,3,male,11.0,0,0,18.79,C,Third,child,False,Unknown,Cherbourg,no,True
0,3,male,28.5,0,0,16.1,S,Third,man,True,Unknown,Southampton,no,True
0,3,female,48.0,1,3,34.38,S,Third,woman,False,Unknown,Southampton,no,False
1,1,male,35.0,0,0,512.33,C,First,man,True,B,Cherbourg,yes,True
1,1,male,29.9,0,0,30.0,S,First,man,True,D,Southampton,yes,True
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False
1,1,female,21.0,2,2,262.38,C,First,woman,False,B,Cherbourg,yes,False
0,3,male,24.0,1,0,16.1,S,Third,man,True,Unknown,Southampton,no,False
1,3,male,31.0,0,0,7.92,S,Third,man,True,Unknown,Southampton,yes,True
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False
0,3,male,16.0,1,1,20.25,S,Third,man,True,Unknown,Southampton,no,False
1,2,female,30.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False
0,3,male,31.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True
1,2,female,4.0,1,1,23.0,S,Second,child,False,Unknown,Southampton,yes,False
1,3,male,6.0,0,1,12.48,S,Third,child,False,E,Southampton,yes,False
0,3,male,33.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True
0,3,male,23.0,0,0,7.9,S,Third,man,True,Unknown,Southampton,no,True
1,2,female,48.0,1,2,65.0,S,Second,woman,False,Unknown,Southampton,yes,False
1,2,male,0.7,1,1,14.5,S,Second,child,False,Unknown,Southampton,yes,False
0,3,male,28.0,0,0,7.8,S,Third,man,True,Unknown,Southampton,no,True
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
0,3,male,41.0,0,0,7.12,S,Third,man,True,Unknown,Southampton,no,True
1,3,male,20.0,0,0,7.23,C,Third,man,True,Unknown,Cherbourg,yes,True
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False
